chaoxiang,danjia,diqu,diqu1,diqu2,diqu3,jianjie,l1,l2,l3,l4,l5,l6,louceng,square,time,zongjia,
东南,6519元/㎡,晓新大厦,龙川,龙川城区,新城开发区3号,新城小区电梯房，朝南四房，中层近市场， ，新一中，江边。,4,室,2,厅,2,卫,中层(共17层),135㎡,2017年建造,88,
南,6322元/㎡,新河中央(新房),东源,东源城区,东源新河大道中,新河中央门槛5万剩余 5年 0压力 朝东南 3房,2,室,2,厅,2,卫,,94.9㎡,,60,
南北,8500元/㎡,坚基·春天里,源城,源城城区,河源市商业中心桃花水母大剧院旁,坚基商圈 地标公寓以租代供 新品总价24.5万起,1,室,1,厅,1,卫,,49.9㎡,,42.42,
南北,5999元/㎡,龙光城(新房),源城,源城城区,源南镇河源大道与创业大道交汇处,首付4 万买经精装修3房 近学 校 送车位 送家电,2,室,2,厅,1,卫,,93㎡,,55.79,
南,11112元/㎡,深业塞纳湾,东源,东源城区,东源大道1号,万达为邻 深业塞纳湾8室4厅6卫 带私人花园,8,室,4,厅,6,卫,共4层,234㎡,2017年建造,260,
南,7767元/㎡,龙光玖云臺,东源,东源城区,河源市越王大道与深业路交汇处（河源万达广场旁【在建中】,龙光玖云臺 政策单价6600起 送车位 送3年物业费,2,室,2,厅,2,卫,,86.3㎡,,67,
南,9200元/㎡,河源·中骏世界城,源城,源城城区,河源市江东新区胜利大桥旁,中骏世界城 17.5万起 一套复试公寓,1,室,1,厅,1,卫,,37㎡,,34,
南北,6022元/㎡,龙光城(新房),源城,源城城区,源南镇河源大道与创业大道交汇处,首付几万买滨江大盘带精装4字头起，3房40来万4房50来万,2,室,2,厅,1,卫,,93㎡,,56,
南,9200元/㎡,河源·中骏世界城,源城,源城城区,河源市江东新区胜利大桥旁,清盘啦 后20套珍藏现在20万一套复式2房,1,室,1,厅,1,卫,,37㎡,,34,
南北,5999元/㎡,龙光城(新房),源城,源城城区,源南镇河源大道与创业大道交汇处,龙光城一手大两房仅售56,2,室,2,厅,1,卫,,93㎡,,55.79,
南,7767元/㎡,龙光玖云臺,东源,东源城区,河源市越王大道与深业路交汇处（河源万达广场旁【在建中】,精装修6字头买万达商圈,2,室,2,厅,2,卫,,86.3㎡,,67,
南北,8500元/㎡,坚基·春天里,源城,源城城区,河源市商业中心桃花水母大剧院旁,首付几万买雅居乐对面精装公寓，毛呸10来万起，精装18万起,1,室,1,厅,1,卫,,35㎡,,29.75,
南北,8500元/㎡,坚基·春天里,源城,源城城区,河源市商业中心桃花水母大剧院旁,首付几万买雅居乐对面精装公寓，毛呸10来万起，精装18万起,2,室,1,厅,1,卫,,48.1㎡,,40.87,
南北,7841元/㎡,龙光玖云臺,东源,东源城区,河源市越王大道与深业路交汇处（河源万达广场旁【在建中】,精装修6字头买万达商圈,2,室,2,厅,2,卫,,88㎡,,69,
南,7699元/㎡,龙光玖云臺,东源,东源城区,河源市越王大道与深业路交汇处（河源万达广场旁【在建中】,精装修6字头买万达商圈,2,室,2,厅,2,卫,,93.5㎡,,72,
南,7699元/㎡,龙光玖云臺,东源,东源城区,河源市越王大道与深业路交汇处（河源万达广场旁【在建中】,万达旁首付几万带精装6字头起送车位送一年月供,2,室,2,厅,2,卫,,93.5㎡,,72,
南,4783元/㎡,兴业城(新房),源城,源城城区,兴业大道与高新四路交叉口东北100米,首付几万买大社区4字头起错过不在有,2,室,2,厅,2,卫,,92㎡,,44,
南北,5999元/㎡,龙光城(新房),源城,源城城区,源南镇河源大道与创业大道交汇处,49万买3房，龙光城 限时购房送车位送月供送物业 93平,2,室,2,厅,1,卫,,93㎡,,55.79,
南北,8700元/㎡,河源星河丹堤,源城,源城城区,河源市江东新区城市建设起步区建设大道南面、东环路东边,星河丹堤，142平5房，三胎 ，把家安在诗情画意里,5,室,2,厅,2,卫,,142㎡,,123.54,
南北,5999元/㎡,龙光城(新房),源城,源城城区,源南镇河源大道与创业大道交汇处,带精装修60w左右买大两房,2,室,2,厅,1,卫,,93㎡,,55.79,
南,6322元/㎡,新河中央(新房),东源,东源城区,东源新河大道中,首期5w买新河中央赠送价值8w车位,2,室,2,厅,2,卫,,94.9㎡,,60,
南北,5999元/㎡,龙光城(新房),源城,源城城区,源南镇河源大道与创业大道交汇处,买刚需住房 河源龙光城 南北通透精装三房,2,室,2,厅,1,卫,,93㎡,,55.79,
南北,6219元/㎡,桃源国际(新房),源城,源城城区,河源市东源县仙塘镇越王大道中,万达旁首付几万大小区，出门就是三小万达,2,室,2,厅,2,卫,,96.5㎡,,60,
南,7767元/㎡,龙光玖云臺,东源,东源城区,河源市越王大道与深业路交汇处（河源万达广场旁【在建中】,万达旁 龙光玖云台 精装3房 送车位 首期低 65万,2,室,2,厅,2,卫,,86.3㎡,,67,
南北,6219元/㎡,桃源国际(新房),源城,源城城区,河源市东源县仙塘镇越王大道中,万达广场旁边。桃源国际56套一口价，房源单价5600,2,室,2,厅,2,卫,,96.5㎡,,60,
南北,8000元/㎡,河源雅居乐美的·源著,东源,东源城区,广场西路东源县第三小学旁,美的源著 一手配套齐全仅售76w,2,室,2,厅,2,卫,,95㎡,,76,
南北,7841元/㎡,龙光玖云臺,东源,东源城区,河源市越王大道与深业路交汇处（河源万达广场旁【在建中】,双12优惠，万达旁边精装大盘，刚需3房2卫60万,2,室,2,厅,2,卫,,88㎡,,69,
南,7699元/㎡,龙光玖云臺,东源,东源城区,河源市越王大道与深业路交汇处（河源万达广场旁【在建中】,龙光玖云台，新政策 6600起带装修 还返一年月供 还送车位,2,室,2,厅,2,卫,,93.5㎡,,72,
南北,8000元/㎡,河源雅居乐美的·源著,东源,东源城区,广场西路东源县第三小学旁,di首期购买万达商圈，距离只有一百米。,2,室,2,厅,2,卫,,95㎡,,76,
南北,8000元/㎡,河源雅居乐美的·源著,东源,东源城区,广场西路东源县第三小学旁,美的源著 一手配套齐全仅售76w,2,室,2,厅,2,卫,,95㎡,,76,
南北,5999元/㎡,龙光城(新房),源城,源城城区,源南镇河源大道与创业大道交汇处,家居 ，龙光城 ，3房40来万精装,2,室,2,厅,1,卫,,93㎡,,55.79,
南北,5999元/㎡,龙光城(新房),源城,源城城区,源南镇河源大道与创业大道交汇处,龙光城一手带精装修免，佣。,2,室,2,厅,1,卫,,93㎡,,55.79,
南北,6219元/㎡,桃源国际(新房),源城,源城城区,河源市东源县仙塘镇越王大道中,万达旁，98平！3室内仅售57万！！位置佳！单价低！房很笋！,2,室,2,厅,2,卫,,96.5㎡,,60,
南,7767元/㎡,龙光玖云臺,东源,东源城区,河源市越王大道与深业路交汇处（河源万达广场旁【在建中】,万达旁首期4个W，88平！3房！刚需很笋！位置很佳！,2,室,2,厅,2,卫,,86.3㎡,,67,
南北,8000元/㎡,河源雅居乐美的·源著,东源,东源城区,广场西路东源县第三小学旁,美的源著 一手配套齐全仅售76w,2,室,2,厅,2,卫,,95㎡,,76,
南,7767元/㎡,龙光玖云臺,东源,东源城区,河源市越王大道与深业路交汇处（河源万达广场旁【在建中】,万达旁首付几万带精装6字头起送车位送一年月供,2,室,2,厅,2,卫,,86.3㎡,,67,
南北,8500元/㎡,坚基·春天里,源城,源城城区,河源市商业中心桃花水母大剧院旁,复试精装修两房.性价比高.价格实惠.欢迎各位咨询,1,室,1,厅,1,卫,,35㎡,,29.75,
南北,7800元/㎡,龙光玖云臺,东源,东源城区,河源市越王大道与深业路交汇处（河源万达广场旁【在建中】,龙光玖云台 万达商圈精装3房 66万,2,室,2,厅,2,卫,,88㎡,,68.64,
南,7767元/㎡,龙光玖云臺,东源,东源城区,河源市越王大道与深业路交汇处（河源万达广场旁【在建中】,哥么 首付5千可以买房哇 还送车位 抵么,2,室,2,厅,2,卫,,86.3㎡,,67,
南,5900元/㎡,雅居乐金麟府(新房),源城,源城城区,河源市越王大道与纬十七路交汇处,雅居乐金麟府 5室2厅3卫 187平方 朝南 约159万,5,室,2,厅,3,卫,,187㎡,,110.33,
南,7499元/㎡,十里东岸·江语城,源城,源城城区,河源市江东新区迎客大桥旁,高铁新城江景大盘十里东岸 精装大2房 55万首期2W,2,室,1,厅,1,卫,,75㎡,,56.24,
南北,8000元/㎡,河源雅居乐美的·源著,东源,东源城区,广场西路东源县第三小学旁,美的源著 一手配套齐全仅售76w,2,室,2,厅,2,卫,,95㎡,,76,
南,5039元/㎡,润丰天虹,东源,东源城区,河源大道,润丰天虹4室2厅2卫65万129平方米,4,室,2,厅,2,卫,高层(共13层),129㎡,2016年建造,65,
南,15030元/㎡,保利·生态城,源城,源城城区,河源市源城区万绿湖大道南（万绿湖景区1公里处）,叮咚，您的爱房一上线，养生别墅140万起，欢迎咨询,5,室,3,厅,5,卫,,167㎡,,251,
南北,8500元/㎡,坚基·春天里,源城,源城城区,河源市商业中心桃花水母大剧院旁,坚基公馆 温馨两房 单价7字头 带装修一口价 便宜过售楼部,2,室,1,厅,1,卫,,48.1㎡,,40.87,
南北,8500元/㎡,坚基·春天里,源城,源城城区,河源市商业中心桃花水母大剧院旁,坚基公馆 温馨两房 单价7字头 带装修一口价 便宜过售楼部,1,室,1,厅,1,卫,,35㎡,,29.75,
南北,7841元/㎡,龙光玖云臺,东源,东源城区,河源市越王大道与深业路交汇处（河源万达广场旁【在建中】,万达广场 龙光玖云台 朝南三房 采光极好 便宜过二手,2,室,2,厅,2,卫,,88㎡,,69,
南北,5620元/㎡,碧桂园·公园上城,和平县,和平城区,和平县阳明镇福和文体公园旁,5室仅需首期2W即可拥有，不信你点进来看看,5,室,3,厅,3,卫,,226㎡,,127,
南,5958元/㎡,汇景·九里湾花园,东源,东源城区,河源市源城区越王大道东,公寓住宅 5室2厅3卫 188m 朝南 约132万,5,室,2,厅,3,卫,,188㎡,,112,
南北,5620元/㎡,碧桂园·公园上城,和平县,和平城区,和平县阳明镇福和文体公园旁,河源人不骗河源人，2W即可拥有，不信你点进来看看,5,室,3,厅,3,卫,,226㎡,,127,
南,9287元/㎡,雅居乐花园,源城,源城城区,越王大道247号,捡漏咯！巨惠143平大5房豪华装修使用面积170平左右保养好,5,室,2,厅,2,卫,中层(共32层),143㎡,2017年建造,132.8,
南,3084元/㎡,永和农贸综合市场小区,源城,源城城区,永和西路,14.8万买两房一厅市二小市二中协卫四楼停车位充足生活便利,2,室,1,厅,1,卫,共5层,48㎡,2006年建造,14.8,
南北,2667元/㎡,金穗楼,源城,源城城区,沿江中路,首付5万金穗楼东埔 协卫房 保养新75平方大两房两厅,2,室,2,厅,1,卫,高层(共8层),75㎡,2004年建造,20,
南北,7259元/㎡,万绿春天,东源,东源城区,越王大道,低首期！豪华装修 5房2厅3卫南北通透保养好，中间楼层采光好,5,室,2,厅,3,卫,中层(共27层),205㎡,2018年建造,148.8,
东南,8982元/㎡,康城水郡,源城,源城城区,宝源二路南138号,康城水郡独栋大别墅中空高大上5房2厅个个房都有独立卫生间,5,室,2,厅,6,卫,共3层,265㎡,2010年建造,238,
南北,12468元/㎡,公园里,源城,源城城区,"新华路,近公园西路",公园里别墅 适合对生活有品味你，快来揭开它神秘的面纱,6,室,2,厅,3,卫,低层(共6层),231㎡,2018年建造,288,
南北,11602元/㎡,公园里,源城,源城城区,"新华路,近公园西路",首期20万买 客家公园纯别墅花园 还送车位,8,室,4,厅,7,卫,低层(共6层),231㎡,2018年建造,268,
北,4091元/㎡,中泰金泽苑,源城,源城城区,"科技四路,近龙记大道",金泽苑温馨两房 家私电全送拎包入住 配套齐全生活便利,2,室,2,厅,1,卫,高层(共7层),73.3㎡,2010年建造,30,
南,3473元/㎡,万家和商住楼,源城,源城城区,学生路东14号,城南新村整栋 全新装修未入住 门口停车方便 三面脱水,7,室,2,厅,4,卫,共3层,216㎡,1993年建造,75,
南,3473元/㎡,天景花园,源城,源城城区,"学生路,近河源大道",学生路附近整栋9房216平方仅售75万,9,室,3,厅,4,卫,共3层,216㎡,2000年建造,75,
南,10290元/㎡,康城水郡,源城,源城城区,宝源二路南138号,业主降价！康城水郡三面光别墅 精装 207平 五房,5,室,2,厅,4,卫,共3层,207㎡,2012年建造,213,
南,3453元/㎡,大岭背南路小区,源城,源城城区,大岭背南路西14巷-1号,河中附近整栋 送菜地一块 安家 有车位 可以直接领包入住,5,室,3,厅,2,卫,共3层,168㎡,1999年建造,58,
南,7353元/㎡,金色领地,源城,源城城区,"建设大道,近文昌路",市区 金色领地电梯 一套 带租出售 证在手 随时看房,1,室,0,厅,1,卫,中层(共19层),17㎡,2010年建造,12.5,
南北,6074元/㎡,碧水轩,源城,源城城区,沿江中路16号,首期9.8w，碧水轩，电梯中层，精装两房，送家私电，保养新,2,室,2,厅,1,卫,中层(共18层),82㎡,2007年建造,49.8,
南北,11918元/㎡,十里东岸,紫金,紫金城区,迎客大道,十里东岸江语城 江景房,5,室,2,厅,3,卫,共1层,193㎡,2015年建造,230,
南,11578元/㎡,坚基公馆,源城,源城城区,越王大道,7字头!买市中心 坚基精装公寓，非常适合享受独立空间的你,1,室,1,厅,1,卫,低层(共23层),27.6㎡,2016年建造,32,
南北,8220元/㎡,华达新城,源城,源城城区,"永和东路,近越王大道",降价了！华达新城南北通透4加1房,5,室,2,厅,2,卫,高层(共32层),146㎡,2018年建造,120,
南北,6396元/㎡,公园国际,源城,源城城区,"新华路,近纬十二路",客家公园旁 公园国际双拼别墅 带花园地下室 有电梯位,6,室,3,厅,5,卫,共4层,516㎡,2015年建造,330,
东南,8024元/㎡,十里东岸,紫金,紫金城区,迎客大道,（笋房复式大5房看过来）4个房朝南，南北通透视野开阔景观漂亮,5,室,3,厅,4,卫,高层(共30层),253㎡,2016年建造,203,
南北,20967元/㎡,天和城(别墅),源城,源城城区,永和东路398号,天河城独栋别墅4层豪宅8房600平花园500平仅售1258万,8,室,2,厅,5,卫,共4层,600㎡,2015年建造,1258,
南北,9340元/㎡,翠泽雍园,源城,源城城区,"永康大道,近文昌路",市中心 翠泽雍园大别墅 带地下室车库 可装电梯,7,室,2,厅,8,卫,共3层,621㎡,2015年建造,580,
东南,7967元/㎡,大世纪威尼斯花园,源城,源城城区,"宝源一路,近宝源二路",威尼斯花园双拼别墅 占地面积300多平方 精装6房3厅4卫,6,室,3,厅,4,卫,共3层,300㎡,2008年建造,239,
南北,10638元/㎡,华达新城(别墅),源城,源城城区,永和东路,业主亏本300多万卖发达新城4层别墅8房863平仅售918万,8,室,3,厅,7,卫,共4层,863㎡,2011年建造,918,
南北,10631元/㎡,华达新城(别墅),源城,源城城区,永和东路,市中心 华达新城 双拼三面光别墅 带地下室车库 花园,5,室,3,厅,5,卫,共4层,428㎡,2015年建造,455,
南北,7943元/㎡,碧桂园凤凰湾,源城,源城城区,东环路,凤凰湾五房277平方业主急售220万,5,室,2,厅,3,卫,低层(共32层),277㎡,2019年建造,220,
南,9447元/㎡,雅居乐花园,源城,源城城区,越王大道247号,5室2厅 豪华装修 有赠送面 朝南 诚心出售 价格可议,5,室,2,厅,2,卫,中层(共32层),140.8㎡,2016年建造,133,
南北,15206元/㎡,东江湾,源城,源城城区,永祥路666号,毛坯价送豪装未入住一线全江景无遮挡三梯两户,5,室,3,厅,5,卫,低层(共30层),438㎡,2017年建造,666,
东南,9678元/㎡,东江湾名门世家,源城,源城城区,"红星东路,近永康大道",东南朝花园 名门世家217平方复式五房 中间楼层 深河四小,5,室,2,厅,3,卫,中层(共31层),217㎡,2017年建造,210,
南北,6130元/㎡,碧桂园东江凤凰城,源城,源城城区,东环路,（单价6000元平方）碧桂园 精装4加1房 南北对流 诚售,4,室,2,厅,2,卫,中层(共18层),155㎡,2015年建造,95,
南,5391元/㎡,万隆丽景,东源,东源城区,"仙塘大道,近205国道",万隆丽景现房128平方4房花园大全新毛坯房69万,4,室,2,厅,2,卫,高层(共16层),128㎡,2015年建造,69,
南北,5922元/㎡,三友南城,源城,源城城区,河源大道,三友南城128平方4房仅售75.8万,4,室,2,厅,2,卫,高层(共17层),128㎡,2016年建造,75.8,
南北,9375元/㎡,公园国际,源城,源城城区,"新华路,近纬十二路",公园国际中间楼层南北通透大4房 家门口就是客家公园,4,室,2,厅,2,卫,高层(共16层),144㎡,2013年建造,135,
南北,5922元/㎡,三友南城,源城,源城城区,河源大道,笋盘！！三友南城，啸仙 旁，单价5700南北通户型,4,室,2,厅,2,卫,高层(共17层),128㎡,2015年建造,75.8,
南,9431元/㎡,万隆一品,源城,源城城区,永和西路169号,万隆一品朝南中高楼层拎包入住豪华装修,4,室,2,厅,2,卫,高层(共17层),123㎡,2010年建造,116,
南北,4384元/㎡,民福楼,源城,源城城区,中心街68-1号,民福楼2室1厅1卫好楼层好楼层,2,室,2,厅,1,卫,中层(共7层),73㎡,,32,
南北,5097元/㎡,万隆幸福城,源城,源城城区,新塘西环路,万隆幸福城，毛坯大四房，电梯中高靚楼层，南北通透,4,室,2,厅,2,卫,高层(共17层),135㎡,2015年建造,68.8,
东,6562元/㎡,家和大厦,龙川,龙川城区,小河北7号,新街口中层电梯房，高挡装修，光线好，近一小，市场，街中心。,4,室,2,厅,2,卫,中层(共16层),130㎡,2005年建造,85.3,
南,3266元/㎡,广晟学府花园,源城,源城城区,"职院南路,近东环路",学府花园河职院学生公寓。小户型住宅 ，带十二年租约,1,室,1,厅,1,卫,高层(共8层),49㎡,,16,
东南,9445元/㎡,公园国际,源城,源城城区,"新华路,近纬十二路",客家会园旁， 毛坯房源！公园国际中高楼层，三加一房，自带,4,室,2,厅,2,卫,高层(共16层),144㎡,2015年建造,136,
南,6539元/㎡,兴泰花园,龙川,龙川城区,东风西路18号,出售兴泰花园四房两厅两卫。售85万。,4,室,2,厅,2,卫,高层(共17层),130㎡,2013年建造,85,
南北,9993元/㎡,泰和龙岸,源城,源城城区,"沿江西路,近纬十五路",一手流程 泰和龙岸全江景靓楼层274平51还送3车位,5,室,2,厅,5,卫,高层(共32层),274㎡,2015年建造,273.8,
南北,8756元/㎡,东江湾名门世家,源城,源城城区,"红星东路,近永康大道",朝南看花园 名门世家217平方复式五房 中间楼层 南北通透,5,室,2,厅,3,卫,中层(共31层),217㎡,2017年建造,190,
西南,9220元/㎡,雅居乐花园,源城,源城城区,越王大道247号,雅居乐花园5房2厅2卫实用面积达170平豪华装修急售130万,5,室,2,厅,2,卫,高层(共30层),141㎡,2015年建造,130,
东,5951元/㎡,香堤雅湾,源城,源城城区,滨江大道288号,香堤雅湾 滨水公园旁 江景视野好 电梯精装大3房,3,室,2,厅,2,卫,中层(共18层),121㎡,2010年建造,72,
西南,9220元/㎡,雅居乐花园,源城,源城城区,越王大道247号,豪装 雅居乐花园141平130万5室2厅2卫 130万,5,室,2,厅,2,卫,高层(共30层),141㎡,2015年建造,130,
西南,9220元/㎡,雅居乐花园,源城,源城城区,越王大道247号,雅居乐花园141平130万5室2厅2卫,5,室,2,厅,2,卫,高层(共30层),141㎡,2015年建造,130,
东南,7242元/㎡,源江豪庭,东源,东源城区,越王大道,一线江景！超低价 5房毛坯视野好阳光充足户型方正景观大阳台,5,室,2,厅,3,卫,中层(共31层),182㎡,2017年建造,131.8,
南,8276元/㎡,雅居乐君悦,源城,源城城区,文昌路,靓房 君悦大户型 性价比很高东南向花园中间2梯中间楼层,5,室,3,厅,2,卫,中层(共32层),203㎡,2016年建造,168,
南北,11503元/㎡,东江湾,源城,源城城区,永祥路666号,东江湾一期 全江景前排五房 中间楼层 售315万,5,室,2,厅,3,卫,低层(共30层),273.9㎡,2015年建造,315,
南,7133元/㎡,东方比华利山庄,源城,源城城区,宝源路100号,比华利复式108平三房 电梯房 朝南 看房方便 有钥匙,3,室,2,厅,2,卫,高层(共12层),53㎡,2010年建造,37.8,
南北,11952元/㎡,泰和龙岸,源城,源城城区,"沿江西路,近纬十五路",205平 满二 南北通透 泰和龙岸 楼层好 视野无遮挡,5,室,2,厅,4,卫,低层(共30层),205㎡,2018年建造,245,
南北,5030元/㎡,万绿春天,东源,东源城区,越王大道,万绿春天 五房南北通 中间楼层 不靠马路 双主卧 近万达广场,5,室,2,厅,2,卫,中层(共30层),169㎡,2016年建造,85,
东,4523元/㎡,香堤雅湾,源城,源城城区,滨江大道288号,笋！！香堤雅湾 4房仅售61.5万 近公园,4,室,2,厅,2,卫,高层(共18层),136㎡,2010年建造,61.5,
南北,6435元/㎡,方圆月岛首府,紫金,紫金城区,柏埔河南路,高铁旁方圆月岛（风火急售）大四房 超大阳台 南北通透非顶楼,4,室,2,厅,2,卫,高层(共22层),129㎡,2019年建造,83,
南北,7595元/㎡,万隆一品,源城,源城城区,永和西路169号,笋！万隆一品 4房2厅 南北双阳台 中高楼层 钥匙在手,4,室,2,厅,2,卫,高层(共18层),158㎡,2013年建造,120,
东北,7583元/㎡,雅居乐花园,源城,源城城区,越王大道247号,雅居乐花园 全新精装 三房二厅七米大阳台 业主降价急售,3,室,2,厅,1,卫,高层(共12层),91㎡,2016年建造,69,
南,5786元/㎡,明和苑,源城,源城城区,华达街东一巷60号,明和苑 三房两厅两卫 56万包过户,3,室,2,厅,2,卫,高层(共12层),96.8㎡,2014年建造,56,
南北,5260元/㎡,康德华府,东源,东源城区,"东源大道,近仙塘大道",仅一套 康德华府 霸王花新城对面 四加一 中间楼层 采光很好,4,室,2,厅,2,卫,高层(共22层),127㎡,2015年建造,66.8,
南,5954元/㎡,嘉多丽花园,东源,东源城区,"仙塘大道,近建设二路",嘉多丽花园4室2厅2卫好楼层高性价比一梯两户,3,室,2,厅,2,卫,高层(共18层),129.3㎡,,77,
南,5234元/㎡,盛景华庭,源城,源城城区,沿江西路3号,盛景华庭3室2厅2卫，价格可谈，诚心出售，高性价比，带阁楼，,3,室,2,厅,2,卫,高层(共9层),120㎡,,62.8,
东北,6868元/㎡,十里东岸,紫金,紫金城区,迎客大道,捡漏啦！十里东岸江景房2房2厅1卫景观漂亮视野开阔价格美丽！,2,室,2,厅,1,卫,高层(共27层),83㎡,2019年建造,57,
南北,5375元/㎡,万隆丽景,东源,东源城区,"仙塘大道,近205国道",万隆丽景128平靓房68.8万4房2厅2卫,4,室,2,厅,2,卫,高层(共18层),128㎡,2015年建造,68.8,
南北,7343元/㎡,华达凯旋城,源城,源城城区,建设大道东5号,凯旋城四房二厅二卫十米太阳台,4,室,2,厅,2,卫,中层(共17层),163.4㎡,2013年建造,120,
南,9431元/㎡,万隆一品,源城,源城城区,永和西路169号,朝南！朝南！万隆一品4房123平方精装 楼层116万,4,室,2,厅,2,卫,高层(共18层),123㎡,2010年建造,116,
南,9431元/㎡,万隆一品,源城,源城城区,永和西路169号,万隆一品精装123平方4房2厅2万116万红木家私送,4,室,2,厅,2,卫,高层(共18层),123㎡,2010年建造,116,
南北,5720元/㎡,振业馨园2区,源城,源城城区,长安街273号,万隆城旁边 振业馨园 单价5700 太阳 校,4,室,2,厅,2,卫,高层(共14层),157㎡,2011年建造,89.8,
南北,9448元/㎡,东江湾名门世家,源城,源城城区,"红星东路,近永康大道",深河四小 名门世家217平方五房 中间楼层 南北通透,5,室,2,厅,3,卫,中层(共27层),217㎡,2017年建造,205,
南北,6872元/㎡,华达凯旋城,源城,源城城区,建设大道东5号,凯旋城家私家电齐全163平方南北通透7米大阳台112万,4,室,2,厅,2,卫,中层(共17层),163㎡,2015年建造,112,
南北,5489元/㎡,碧水丽江花园,源城,源城城区,新江一路,15万首付 碧水丽江 丽日购物中心附近 大四房 交通便利,4,室,2,厅,2,卫,高层(共9层),133㎡,2016年建造,73,
南北,10667元/㎡,东江湾名门世家,源城,源城城区,"红星东路,近永康大道",江景靓房 名门世家270平方五房 南北通透双客厅 视野开阔,5,室,3,厅,3,卫,高层(共27层),270㎡,2017年建造,288,
南北,13012元/㎡,江湾明珠,源城,源城城区,永和东路,降价了！江湾明珠前排江景豪宅6房,6,室,2,厅,4,卫,高层(共29层),269㎡,2019年建造,350,
南,9474元/㎡,坚基公馆,源城,源城城区,越王大道,首 付2万 总价18万起 买精装公寓 坚基春天里,2,室,1,厅,1,卫,中层(共24层),19㎡,2019年建造,18,
南,11250元/㎡,坚基公馆,源城,源城城区,越王大道,河源市中心 坚基春天里 精装修公寓 平层复试都有 可以明火,2,室,2,厅,1,卫,中层(共24层),32㎡,2019年建造,36,
东,7858元/㎡,港晟豪庭,龙川,龙川城区,"龙川大道,近大地路",港晟豪庭高层电梯房，精装修，新城中心位置，出入非常方便,2,室,2,厅,1,卫,高层(共28层),91㎡,2016年建造,71.5,
东南,11455元/㎡,东江湾,源城,源城城区,永祥路666号,深河 江景豪宅 东江湾一期275平方 五房南北通透双主卧,5,室,2,厅,4,卫,低层(共29层),275㎡,2016年建造,315,
西北,8156元/㎡,雅居乐花园,源城,源城城区,越王大道247号,雅居乐花园二期2房2厅 满二 中间好楼层 送全屋家私电器,2,室,2,厅,1,卫,中层(共25层),77㎡,,62.8,
南,8778元/㎡,巴伐利亚庄园,源城,源城城区,龙源大道1号,巴伐利亚庄园1室0厅1卫,1,室,0,厅,1,卫,中层(共28层),50.1㎡,,44,
东南,5435元/㎡,中东半岛,龙川,龙川城区,老隆大道,中东半岛电梯房，四房，交通停车方便，近市场，,4,室,2,厅,2,卫,中层(共20层),145㎡,2015年建造,78.8,
南,4988元/㎡,东方比华利山庄,源城,源城城区,宝源路100号,东方比华利山庄 复式160平39.9万4室2厅2卫,4,室,2,厅,2,卫,中层(共18层),80㎡,2015年建造,39.9,
南北,7240元/㎡,鸿大城,源城,源城城区,"文昌路,近纬十二路",惊爆惊爆 鸿大城市中心地段大4房南北通透带入户花园舒适安静,4,室,2,厅,2,卫,中层(共18层),158.8㎡,2016年建造,115,
南,8334元/㎡,鸿大城,源城,源城城区,"文昌路,近纬十二路",7字头！ 入住市中心鸿大城喜欢锻炼身体和公园的别错过啦,4,室,2,厅,2,卫,中层(共23层),150㎡,2015年建造,125,
南北,5267元/㎡,益和花园,源城,源城城区,沿江东路36号,业主急售益和花园150平方方正南北通4房2厅2卫， 楼层,4,室,2,厅,2,卫,高层(共19层),150㎡,2010年建造,79,
南,3942元/㎡,比华利山庄,源城,源城城区,宝源路100号,比华利山庄4室2厅3卫,4,室,2,厅,3,卫,高层(共18层),170㎡,,67,
东,6092元/㎡,御福花园(源城),源城,源城城区,中山大道63号,客家公园万隆城对面，御福花园大4房，带车位，双大阳台,4,室,2,厅,2,卫,高层(共23层),197㎡,,120,
南北,10417元/㎡,时代国际名苑,源城,源城城区,永康大道,时代名苑144平方4房2厅2卫2阳,5,室,2,厅,2,卫,高层(共15层),144㎡,2015年建造,150,
南北,10198元/㎡,时代国际名苑,源城,源城城区,永康大道,时代名苑，复试毛坯6房，南北通透，深河,6,室,3,厅,4,卫,高层(共15层),152㎡,2016年建造,155,
东,9934元/㎡,香堤雅湾,源城,源城城区,滨江大道288号,香堤雅湾全江景别墅 5室2厅 送超大露台和地下室,5,室,2,厅,2,卫,地下(共2层),151㎡,2010年建造,150,
北,6815元/㎡,东方比华利山庄,源城,源城城区,宝源路100号,精装修 2室2厅 电梯房 54平 居家自住 保养好,2,室,2,厅,2,卫,高层(共12层),54㎡,2010年建造,36.8,
南,7838元/㎡,雅居乐花园,源城,源城城区,越王大道247号,雅居乐花园 精装修 朝南 居家自住 保养好,2,室,2,厅,1,卫,高层(共15层),74㎡,2012年建造,58,
南,7838元/㎡,雅居乐花园,源城,源城城区,越王大道247号,雅居乐花园 2室2厅 精装修 74平 采光好 好楼层 朝南,2,室,2,厅,1,卫,高层(共17层),74㎡,2012年建造,58,
西南,7838元/㎡,雅居乐花园,源城,源城城区,越王大道247号,58万买近万达近坚基 雅居乐花园2房精装修 朝南 朝花园,2,室,2,厅,1,卫,高层(共15层),74㎡,2015年建造,58,
南,8073元/㎡,公园国际,源城,源城城区,"新华路,近纬十二路",公园国际83平2房1厅67万南向文化公园图书馆旁,2,室,2,厅,1,卫,高层(共16层),83㎡,2015年建造,67,
